FID,state,division_id,division_name,polling_place_id,polling_place_type_id,polling_place_name,premises_name,premises_address_1,premises_address_2,premises_address_3,premises_suburb,premises_state_abbreviation,premises_post_code,latitude,longitude,the_geom
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e51,NSW,113,Cowper,491,1,Missabotti,Missabotti Community Hall,720 Missabotti Rd,,,MISSABOTTI,NSW,2449,-30.5670072,152.8104603,POINT (-30.5670072 152.8104603)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e50,NSW,113,Cowper,492,1,Mylestom,Mylestom Hall,18-20 River St,,,MYLESTOM,NSW,2454,-30.463838,153.043104,POINT (-30.463838 153.043104)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e4f,NSW,113,Cowper,493,1,Nambucca Heads,Nambucca Heads Public School,cnr Ridge St & Lee St,,,NAMBUCCA HEADS,NSW,2448,-30.6420732,153.0054562,POINT (-30.6420732 153.0054562)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e4e,NSW,113,Cowper,33737,5,Nambucca Heads PPVC,Nambucca Community & Arts Centre,19 Ridge St,,,NAMBUCCA HEADS,NSW,2448,-30.6424474,153.0031227,POINT (-30.6424474 153.0031227)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e4d,NSW,113,Cowper,495,1,Newville,Frank Partridge VC Public School,40-46 Centenary Pde,,,NAMBUCCA HEADS,NSW,2448,-30.6403,152.984,POINT (-30.6403 152.984)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e4c,NSW,113,Cowper,83753,1,North Boambee Valley,Bishop Druitt College,111 North Boambee Dr,,,COFFS HARBOUR,NSW,2450,-30.30869,153.0861913,POINT (-30.30869 153.0861913)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e4b,NSW,113,Cowper,33677,5,Port Macquarie COWPER PPVC,Old ANZ Building,2/49 Horton St,,,PORT MACQUARIE,NSW,2444,-31.4301441,152.9079506,POINT (-31.4301441 152.9079506)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e4a,NSW,113,Cowper,500,1,Port Macquarie East,Hastings Secondary College (Port Macquarie Campus),16 Owen St,,,PORT MACQUARIE,NSW,2444,-31.4341,152.921,POINT (-31.4341 152.921)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e49,NSW,113,Cowper,83752,1,Port Macquarie Greenmeadows,Mackillop College,Lochinvar Pl,,,PORT MACQUARIE,NSW,2444,-31.4565091,152.8998811,POINT (-31.4565091 152.8998811)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e48,NSW,113,Cowper,11941,1,Port Macquarie North Shore,North Shore Rural Fire Brigade Building,351 Shoreline Dr,,,NORTH SHORE,NSW,2444,-31.4047,152.874,POINT (-31.4047 152.874)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e47,NSW,125,Hume,924,1,Goulburn,Wesley Centre,43 Goldsmith St,,,GOULBURN,NSW,2580,-34.7501,149.72,POINT (-34.7501 149.72)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e46,NSW,113,Cowper,475,1,Port Macquarie South,Hastings Public School,85 Yarranabee Rd,,,PORT MACQUARIE,NSW,2444,-31.4534546,152.9185203,POINT (-31.4534546 152.9185203)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e45,NSW,113,Cowper,499,1,Port Macquarie Town Beach,Port Macquarie Public School,cnr William St and Grant St,,,PORT MACQUARIE,NSW,2444,-31.4293,152.914,POINT (-31.4293 152.914)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e44,NSW,113,Cowper,502,1,Port Macquarie West,Hastings Secondary College (Westport Campus),30 Findlay Ave,,,PORT MACQUARIE,NSW,2444,-31.4355,152.896,POINT (-31.4355 152.896)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e43,NSW,113,Cowper,503,1,Raleigh,Raleigh Public School,12 North St,,,RALEIGH,NSW,2454,-30.4497149,153.0126023,POINT (-30.4497149 153.0126023)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e42,NSW,113,Cowper,504,1,Repton,Repton Public School,1-11 River St,,,REPTON,NSW,2454,-30.4461,153.029,POINT (-30.4461 153.029)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e41,NSW,113,Cowper,506,1,Sawtell,Sawtell Public School,32-36 Eleventh Ave,,,SAWTELL,NSW,2452,-30.3628682,153.0979486,POINT (-30.3628682 153.0979486)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e40,NSW,113,Cowper,507,1,Scotts Head,Scotts Head Public School,21 Vernon St,,,SCOTTS HEAD,NSW,2447,-30.74939,152.9955033,POINT (-30.74939 152.9955033)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e3f,NSW,113,Cowper,31458,1,Settlement Shores,1st Port Macquarie Sea Scout Hall,9 Buller St,,,PORT MACQUARIE,NSW,2444,-31.4304075,152.903282,POINT (-31.4304075 152.903282)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e3e,NSW,113,Cowper,510,1,South West Rocks,South West Rocks Public School,62-82 Gregory St,,,SOUTH WEST ROCKS,NSW,2431,-30.8911488,153.0391993,POINT (-30.8911488 153.0391993)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e3d,NSW,113,Cowper,32333,1,South West Rocks South,South West Rocks Anglican Church Hall,15 McIntyre St,,,SOUTH WEST ROCKS,NSW,2431,-30.8880205,153.0404882,POINT (-30.8880205 153.0404882)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e3c,NSW,113,Cowper,80250,2,Special Hospital Team 6,Multiple sites,,,,PORT MACQUARIE,NSW,2444,,,
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e3b,NSW,113,Cowper,511,1,Stuarts Point,Stuarts Point Community Hall,2a Marine Pde,,,STUARTS POINT,NSW,2441,-30.8206975,152.9944399,POINT (-30.8206975 152.9944399)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e3a,NSW,113,Cowper,14041,1,Sydney (Cowper),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.8730501,151.2064528,POINT (-33.8730501 151.2064528)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e39,NSW,113,Cowper,512,1,Tacking Point,Tacking Point Public School,77-105 Bangalay Dr,,,PORT MACQUARIE,NSW,2444,-31.4726,152.922,POINT (-31.4726 152.922)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e38,NSW,113,Cowper,514,1,Taylors Arm,Taylors Arm Hall,Taylors Arm Rd,,,TAYLORS ARM,NSW,2447,-30.7649994,152.7194329,POINT (-30.7649994 152.7194329)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e37,NSW,113,Cowper,515,1,Telegraph Point,Telegraph Point Public School,177 Mooney St,,,TELEGRAPH POINT,NSW,2441,-31.3338,152.794,POINT (-31.3338 152.794)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e36,NSW,113,Cowper,516,1,Thora,Thora Community Hall,2 Darkwood Rd,,,THORA,NSW,2454,-30.4294142,152.7528051,POINT (-30.4294142 152.7528051)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e35,NSW,113,Cowper,97476,1,Thrumster,St Josephs Regional College,1 College Dr,,,PORT MACQUARIE,NSW,2444,-31.454806,152.8312471,POINT (-31.454806 152.8312471)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e34,NSW,113,Cowper,517,1,Toormina,Toormina High School,1 Armstrong Dr,,,TOORMINA,NSW,2452,-30.3512,153.085,POINT (-30.3512 153.085)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e33,NSW,113,Cowper,519,1,Upper Orara,Upper Orara Public School,770 Upper Orara Rd,,,UPPER ORARA,NSW,2450,-30.288844,153.0134512,POINT (-30.288844 153.0134512)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e32,NSW,113,Cowper,520,1,Urunga,Urunga Public School,1-3 Bonville St,,,URUNGA,NSW,2455,-30.4950764,153.0208529,POINT (-30.4950764 153.0208529)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e31,NSW,113,Cowper,521,1,Utungun,Utungun Hall,1147 Taylors Arm Rd,,,UTUNGUN,NSW,2447,-30.739,152.829,POINT (-30.739 152.829)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e30,NSW,113,Cowper,522,1,Valla Beach,Valla Beach Community Hall,8 Valla Beach Rd,,,VALLA BEACH,NSW,2448,-30.5916721,153.0024636,POINT (-30.5916721 153.0024636)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e2f,NSW,113,Cowper,523,1,Warrell Creek,Warrell Creek Hall,154 Albert Dr,,,WARRELL CREEK,NSW,2447,-30.7564873,152.9053259,POINT (-30.7564873 152.9053259)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e2e,NSW,113,Cowper,527,1,Willawarrin,Willawarrin Public School,85-91 Main St,,,WILLAWARRIN,NSW,2440,-30.9258568,152.6248927,POINT (-30.9258568 152.6248927)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e2d,NSW,114,Cunningham,1661,1,Austinmer,All Saints' Anglican Church Austinmer,49-51 Moore St,,,AUSTINMER,NSW,2515,-34.3069,150.931,POINT (-34.3069 150.931)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e2c,NSW,114,Cunningham,31754,1,Balgownie,Balgownie Public School,220 Balgownie Rd,,,BALGOWNIE,NSW,2519,-34.3877,150.872,POINT (-34.3877 150.872)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e2b,NSW,114,Cunningham,1662,1,Balgownie Central,Balgownie Village Community Centre,113 Balgownie Rd,,,BALGOWNIE,NSW,2519,-34.3889467,150.8795144,POINT (-34.3889467 150.8795144)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e2a,NSW,114,Cunningham,1664,1,Bellambi,Bellambi Neighbourhood Centre,49A Cawley St,,,BELLAMBI,NSW,2518,-34.3684988,150.9168797,POINT (-34.3684988 150.9168797)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e29,NSW,114,Cunningham,65460,5,BLV Cunningham PPVC,BLV Cunningham,Corporate Square,Level 4,43 Burelli St,WOLLONGONG,NSW,2500,-34.427135,150.898067,POINT (-34.427135 150.898067)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e28,NSW,114,Cunningham,1668,1,Bulli,Bulli Public School,180-188 Princes Hwy,,,BULLI,NSW,2516,-34.32677,150.91214,POINT (-34.32677 150.91214)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e27,NSW,114,Cunningham,1666,1,Bulli Central,PCYC Bulli,253 Princes Hwy,,,BULLI,NSW,2516,-34.33465,150.9134,POINT (-34.33465 150.9134)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e26,NSW,114,Cunningham,97579,5,Central Sydney CUNNINGHAM PPVC,Central Railway Station,Cnr of Eddy Ave & Pitt St,Ground Floor,Former Coach Terminal,HAYMARKET,NSW,2000,-33.8824351,151.2063239,POINT (-33.8824351 151.2063239)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e25,NSW,114,Cunningham,1199,1,Coledale,Coledale Public School,699 Lawrence Hargrave Dr,,,COLEDALE,NSW,2515,-34.28947,150.94687,POINT (-34.28947 150.94687)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e24,NSW,114,Cunningham,539,1,Coniston,Coniston Public School,123 Auburn St,,,CONISTON,NSW,2500,-34.4386,150.887,POINT (-34.4386 150.887)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e23,NSW,114,Cunningham,11499,1,Cordeaux Heights,Unanderra Public School,49 Derribong Dr,,,CORDEAUX HEIGHTS,NSW,2526,-34.4454,150.835,POINT (-34.4454 150.835)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e22,NSW,114,Cunningham,1678,1,Corrimal,Corrimal District Library & Community Centre,15 Short St,,,CORRIMAL,NSW,2518,-34.37543,150.89813,POINT (-34.37543 150.89813)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e21,NSW,114,Cunningham,1679,1,Corrimal East,Corrimal High School,88B Murray Rd,,,EAST CORRIMAL,NSW,2518,-34.37532,150.91062,POINT (-34.37532 150.91062)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e20,NSW,114,Cunningham,83621,5,Corrimal PPVC,Corrimal District Library & Community Centre,15 Short St,,,CORRIMAL,NSW,2518,-34.375455,150.898103,POINT (-34.375455 150.898103)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e1f,NSW,114,Cunningham,65820,5,Dapto CUNNINGHAM PPVC,Dapto Ribbonwood Centre,93-109 Princes Hwy,,,DAPTO,NSW,2530,-34.4975299,150.7958292,POINT (-34.4975299 150.7958292)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e1e,NSW,114,Cunningham,30105,5,Divisional Office (PREPOLL),Divisional Office,Corporate Square,Level 4,43 Burelli St,WOLLONGONG,NSW,2500,-34.4270111,150.8981072,POINT (-34.4270111 150.8981072)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e1d,NSW,114,Cunningham,1682,1,Fairy Meadow,Fairy Meadow Demonstration School,Princes Hwy,,,FAIRY MEADOW,NSW,2519,-34.3902,150.893,POINT (-34.3902 150.893)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e1c,NSW,114,Cunningham,542,1,Figtree,Figtree High School,2 Gibsons Rd,,,FIGTREE,NSW,2525,-34.43887,150.8537,POINT (-34.43887 150.8537)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e1b,NSW,114,Cunningham,543,1,Figtree Heights,Figtree Heights Public School,14 St Georges Ave,,,FIGTREE,NSW,2525,-34.4316,150.856,POINT (-34.4316 150.856)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e1a,NSW,114,Cunningham,544,1,Gwynneville,Gwynneville Primary School,10A Acacia Ave,,,GWYNNEVILLE,NSW,2500,-34.4180794,150.879339,POINT (-34.4180794 150.879339)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e19,NSW,114,Cunningham,1212,1,Helensburgh,Helensburgh Community Centre,26 Walker St,,,HELENSBURGH,NSW,2508,-34.1924,150.98146,POINT (-34.1924 150.98146)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e18,NSW,114,Cunningham,1213,1,Helensburgh North,Helensburgh Public School,11 Fletcher St,,,HELENSBURGH,NSW,2508,-34.18395,150.98865,POINT (-34.18395 150.98865)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e17,NSW,114,Cunningham,546,1,Keiraville,Keiraville Public School,286 Gipps Rd,,,KEIRAVILLE,NSW,2500,-34.4147,150.873,POINT (-34.4147 150.873)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e16,NSW,114,Cunningham,550,1,Lake Heights (Cunningham),Lake Heights Public School,302 Northcliffe Dr,,,LAKE HEIGHTS,NSW,2502,-34.4902,150.868,POINT (-34.4902 150.868)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e15,NSW,114,Cunningham,555,1,Mangerton,Mount St Thomas Public School,12-14 Taronga Ave,,,MANGERTON,NSW,2500,-34.4372815,150.8704656,POINT (-34.4372815 150.8704656)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e14,NSW,114,Cunningham,553,1,Mount Keira,Edmund Rice College,112 Mount Keira Rd,,,WEST WOLLONGONG,NSW,2500,-34.4199799,150.8630174,POINT (-34.4199799 150.8630174)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e13,NSW,114,Cunningham,554,1,Mount Kembla,Mt Kembla Public School,323-327 Cordeaux Rd,,,MOUNT KEMBLA,NSW,2526,-34.4326,150.818,POINT (-34.4326 150.818)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e12,NSW,114,Cunningham,1689,1,Mount Ousley,Mt Ousley Public School,31 McGrath St,,,FAIRY MEADOW,NSW,2519,-34.39908,150.88966,POINT (-34.39908 150.88966)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e11,NSW,114,Cunningham,556,1,Port Kembla,Port Kembla Primary School,18 Gloucester Blvd,,,PORT KEMBLA,NSW,2505,-34.4875692,150.9144598,POINT (-34.4875692 150.9144598)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e10,NSW,114,Cunningham,557,1,Port Kembla Central,Port Kembla Senior Citizens Centre,cnr Kembla St & Allan St,,,PORT KEMBLA,NSW,2505,-34.4816,150.901,POINT (-34.4816 150.901)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e0f,NSW,114,Cunningham,1696,1,Russell Vale,Russell Vale Public School,3A Terania St,,,RUSSELL VALE,NSW,2517,-34.3593,150.905,POINT (-34.3593 150.905)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e0e,NSW,114,Cunningham,33614,2,Special Hospital Team 1,Multiple sites,,,,,NSW,,,,
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e0d,NSW,114,Cunningham,33732,2,Special Hospital Team 2,Multiple sites,,,,,NSW,,,,
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e0c,NSW,114,Cunningham,1229,1,Stanwell Park,Stanwell Park Anglican Church Hall,54 Stanwell Ave,,,STANWELL PARK,NSW,2508,-34.2291488,150.984638,POINT (-34.2291488 150.984638)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e0b,NSW,114,Cunningham,14046,1,Sydney (Cunningham),Sydney Town Hall,George St,,,SYDNEY,NSW,2000,-33.8730501,151.2064528,POINT (-33.8730501 151.2064528)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e0a,NSW,114,Cunningham,1699,1,Tarrawanna,Tarrawanna Public School,33 Kendall St,,,TARRAWANNA,NSW,2518,-34.3803,150.889,POINT (-34.3803 150.889)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e09,NSW,114,Cunningham,1703,1,Thirroul,Thirroul District Community Centre & Library,352-360 Lawrence Hargrave Dr,,,THIRROUL,NSW,2515,-34.31689,150.91829,POINT (-34.31689 150.91829)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e08,NSW,114,Cunningham,1704,1,Thirroul East,St Michael's Primary School,321-331 Station St,,,THIRROUL,NSW,2515,-34.31722,150.92182,POINT (-34.31722 150.92182)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e07,NSW,114,Cunningham,1705,1,Towradgi,Towradgi Public School,64 Carters Lane,,,FAIRY MEADOW,NSW,2519,-34.389,150.902,POINT (-34.389 150.902)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e06,NSW,114,Cunningham,11923,1,Unanderra,St Pius X Primary School,cnr Hargreaves St & Cummins St,,,UNANDERRA,NSW,2526,-34.4518,150.841,POINT (-34.4518 150.841)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e05,NSW,114,Cunningham,561,1,Unanderra South,Farmborough Road Public School,56 Farmborough Rd,,,UNANDERRA,NSW,2526,-34.4601,150.836,POINT (-34.4601 150.836)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e04,NSW,114,Cunningham,83549,1,Unanderra West,Cedars Christian College,cnr Waples Rd & Coachwood Dr,,,UNANDERRA,NSW,2526,-34.4552428,150.8286702,POINT (-34.4552428 150.8286702)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e03,NSW,114,Cunningham,83645,5,Warilla CUNNINGHAM PPVC,2/144 Shellharbour Rd,,,,WARILLA,NSW,2528,-34.5520655,150.8594378,POINT (-34.5520655 150.8594378)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e02,NSW,114,Cunningham,562,1,Warrawong,Warrawong Public School,127 Cowper St,,,WARRAWONG,NSW,2502,-34.481,150.878,POINT (-34.481 150.878)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e01,NSW,114,Cunningham,563,1,Warrawong Central,Warrawong Community Centre,17 Greene St,,,WARRAWONG,NSW,2502,-34.4846,150.886,POINT (-34.4846 150.886)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2e00,NSW,114,Cunningham,565,1,Wollongong,Wollongong Town Hall,93 Crown St,,,WOLLONGONG,NSW,2500,-34.4257176,150.8977103,POINT (-34.4257176 150.8977103)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dff,NSW,114,Cunningham,34033,5,Wollongong CUNNINGHAM PPVC,3/51 Crown St,,,,WOLLONGONG,NSW,2500,-34.4260568,150.8995189,POINT (-34.4260568 150.8995189)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dfe,NSW,114,Cunningham,83535,1,Wollongong East,Wollongong Public School,67a Church St,,,WOLLONGONG,NSW,2500,-34.4225479,150.8962167,POINT (-34.4225479 150.8962167)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dfd,NSW,114,Cunningham,568,1,Wollongong North,Smith's Hill High School,35-37 Gipps St,,,WOLLONGONG,NSW,2500,-34.4192,150.895,POINT (-34.4192 150.895)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dfc,NSW,114,Cunningham,566,1,Wollongong South,TAFE NSW Wollongong West,36 Gladstone Ave,,,WOLLONGONG,NSW,2500,-34.4296,150.886,POINT (-34.4296 150.886)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dfb,NSW,114,Cunningham,551,1,Wollongong West,Lindsay Park Public School,49 Thames St,,,WEST WOLLONGONG,NSW,2500,-34.4298345,150.8617242,POINT (-34.4298345 150.8617242)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dfa,NSW,114,Cunningham,1235,1,Wombarra,Scarborough Public School,371-381 Lawrence Hargrave Dr,,,SCARBOROUGH,NSW,2515,-34.266,150.966,POINT (-34.266 150.966)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2df9,NSW,114,Cunningham,1709,1,Woonona,Woonona Public School,5A Gray St,,,WOONONA,NSW,2517,-34.3465,150.906,POINT (-34.3465 150.906)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2df8,NSW,114,Cunningham,1710,1,Woonona Central,Woonona Guide Hall,382 Princes Hwy,,,WOONONA,NSW,2517,-34.3412038,150.9063809,POINT (-34.3412038 150.9063809)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2df7,NSW,114,Cunningham,1711,1,Woonona East,Woonona East Public School,19 Corinda Cres,,,WOONONA,NSW,2517,-34.35151,150.91563,POINT (-34.35151 150.91563)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2df6,NSW,115,Dobell,83371,1,Bateau Bay Central,"Gordon Dodd Hall, Nareen Gardens",19 Bias Ave,,,BATEAU BAY,NSW,2261,-33.3811,151.478,POINT (-33.3811 151.478)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2df5,NSW,115,Dobell,574,1,Bateau Bay East,Bateau Bay Public School,2A Waratah St,,,BATEAU BAY,NSW,2261,-33.3913,151.475,POINT (-33.3913 151.475)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2df4,NSW,115,Dobell,11953,1,Bateau Bay South,Banksia Community Hall,7 Sir Joseph Banks Dr,,,BATEAU BAY,NSW,2261,-33.3862,151.462,POINT (-33.3862 151.462)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2df3,NSW,115,Dobell,576,1,Berkeley Vale,Berkeley Vale Public School,6 Pindarri Ave,,,BERKELEY VALE,NSW,2261,-33.3502,151.436,POINT (-33.3502 151.436)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2df2,NSW,115,Dobell,577,1,Berkeley Vale North,1st Berkeley Vale Scout Hall,Myrtle Brush Park,Panorama Pde,,BERKELEY VALE,NSW,2261,-33.3397588,151.4339093,POINT (-33.3397588 151.4339093)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2df1,NSW,115,Dobell,578,1,Blue Haven,Blue Haven Public School,37 Colorado Dr,,,BLUE HAVEN,NSW,2262,-33.2123,151.504,POINT (-33.2123 151.504)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2df0,NSW,135,New England,33752,5,Armidale PPVC,122 Faulkner St,,,,ARMIDALE,NSW,2350,-30.5015616,151.6661993,POINT (-30.5015616 151.6661993)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2def,NSW,115,Dobell,65450,5,BLV Dobell PPVC,BLV Dobell,Suite 1,34-36 Pacific Hwy,,WYONG,NSW,2259,-33.2865041,151.4242053,POINT (-33.2865041 151.4242053)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dee,NSW,115,Dobell,583,1,Charmhaven,Charmhaven Community Centre,4 Narara Ave,,,CHARMHAVEN,NSW,2263,-33.228,151.504,POINT (-33.228 151.504)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2ded,NSW,115,Dobell,33778,5,Charmhaven DOBELL PPVC,Unit 1,132 Chelmsford Rd,,,CHARMHAVEN,NSW,2263,-33.2384747,151.4943535,POINT (-33.2384747 151.4943535)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dec,NSW,115,Dobell,585,1,Chittaway Bay,Chittaway Bay Public School,101 Chittaway Rd,,,CHITTAWAY BAY,NSW,2261,-33.3255,151.432,POINT (-33.3255 151.432)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2deb,NSW,115,Dobell,83370,1,Chittaway Point,Chittaway Point Hall,72 Geoffrey Rd,,,CHITTAWAY POINT,NSW,2259,-33.3237,151.441,POINT (-33.3237 151.441)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2dea,NSW,115,Dobell,30106,5,Divisional Office (PREPOLL),Divisional Office,Suite 1,34-36 Pacific Hwy,,WYONG,NSW,2259,-33.2867113,151.4240704,POINT (-33.2867113 151.4240704)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2de9,NSW,115,Dobell,621,1,Erina Heights (Dobell),Erina Heights Public School,2 Serpentine Rd,,,ERINA HEIGHTS,NSW,2260,-33.4281,151.414,POINT (-33.4281 151.414)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2de8,NSW,115,Dobell,587,1,Forresters Beach,Tuggerah Lakes Secondary College (Tumbi Umbi Campus),150 Bellevue Rd,,,TUMBI UMBI,NSW,2261,-33.3956,151.453,POINT (-33.3956 151.453)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2de7,NSW,115,Dobell,83372,1,Glenning Valley,Tuggerah Lakes Secondary College (Berkeley Vale Campus),5-25 Berkeley Rd,,,BERKELEY VALE,NSW,2261,-33.3423152,151.4257392,POINT (-33.3423152 151.4257392)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2de6,NSW,115,Dobell,589,1,Gorokan,Gorokan Public School,23 Dudley St,,,GOROKAN,NSW,2263,-33.2518,151.51,POINT (-33.2518 151.51)
aec_federal_election_polling_places_2019.fid-492f303f_1873b973d45_-2de5,NSW,115,Dobell,58711,5,Gosford DOBELL PPVC,Gateway Building,G25/237 Mann St,,,GOSFORD,NSW,2250,,,
